Numer;Dzien;Miesiac;Rok;L1;L2;L3;L4;L5
1447;30;3;2002;39;31;13;11;7
1448;3;4;2002;39;37;27;24;16
1449;6;4;2002;31;20;14;7;3
1450;10;4;2002;41;39;31;5;4
1451;13;4;2002;31;20;19;3;1
1452;17;4;2002;40;34;12;10;9
1453;20;4;2002;38;35;31;25;11
1454;24;4;2002;41;39;28;20;2
1455;27;4;2002;35;30;21;17;7
1456;1;5;2002;41;37;29;16;1
1457;4;5;2002;31;28;19;13;9
1458;8;5;2002;34;15;6;4;3
1459;11;5;2002;31;26;24;23;22
1460;15;5;2002;36;34;27;22;5
1461;18;5;2002;40;24;22;3;2
1462;22;5;2002;21;14;5;4;2
1463;25;5;2002;38;32;22;17;6
1464;29;5;2002;40;27;14;7;6
1465;1;6;2002;36;29;28;26;25
1466;5;6;2002;38;28;24;22;11
1467;8;6;2002;41;25;24;20;3
1468;12;6;2002;40;34;19;17;11
1469;15;6;2002;37;18;14;13;9
1470;19;6;2002;26;21;12;11;8
1471;22;6;2002;17;16;15;11;7
1472;26;6;2002;23;18;10;7;6
1473;29;6;2002;41;36;24;13;6
1474;3;7;2002;40;39;33;14;4
1475;6;7;2002;40;28;27;15;6
1476;10;7;2002;42;29;23;8;1
1477;13;7;2002;30;28;27;16;12
1478;17;7;2002;20;19;16;12;8
1479;20;7;2002;41;40;29;22;6
1480;24;7;2002;40;31;15;13;8
1481;27;7;2002;36;22;5;4;3
1482;31;7;2002;25;14;7;5;2
1483;3;8;2002;41;25;6;4;2
1484;7;8;2002;37;31;25;16;14
1485;10;8;2002;41;40;36;14;4
1486;14;8;2002;41;40;29;28;19
1487;17;8;2002;39;16;13;4;1
1488;21;8;2002;35;24;23;6;3
1489;24;8;2002;36;25;14;9;7
1490;28;8;2002;41;38;35;13;10
1491;31;8;2002;39;35;31;17;9
1492;4;9;2002;31;30;27;9;8
1493;7;9;2002;26;21;18;13;7
1494;11;9;2002;41;22;19;12;7
1495;14;9;2002;35;25;24;11;2
1496;18;9;2002;42;23;20;15;11
1497;21;9;2002;35;27;23;19;6
1498;25;9;2002;32;25;22;13;7
1499;28;9;2002;26;17;14;7;1
1500;2;10;2002;36;31;30;22;9
1501;5;10;2002;38;27;24;14;2
1502;9;10;2002;32;28;16;3;1
1503;12;10;2002;21;16;15;8;1
1504;16;10;2002;39;23;17;16;4
1505;19;10;2002;19;17;9;7;5
1506;23;10;2002;33;27;24;18;6
1507;26;10;2002;35;34;22;13;7
1508;30;10;2002;25;24;21;13;6
1509;2;11;2002;38;18;17;3;2
1510;6;11;2002;42;28;17;14;5
1511;9;11;2002;40;39;32;28;13
1512;13;11;2002;42;40;36;34;12
1513;16;11;2002;37;31;26;17;11
1514;20;11;2002;41;34;9;7;3
1515;23;11;2002;31;29;21;15;3
1516;27;11;2002;35;28;26;15;13
1517;30;11;2002;41;37;20;9;7
1518;4;12;2002;35;25;23;21;15
1519;7;12;2002;39;27;26;15;2
1520;11;12;2002;40;30;27;17;5
1521;14;12;2002;30;29;28;22;19
1522;18;12;2002;34;30;28;3;2
1523;21;12;2002;35;21;8;5;2
1524;25;12;2002;41;21;19;13;5
1525;28;12;2002;32;25;18;7;3
1526;1;1;2003;33;20;17;9;4
1527;4;1;2003;41;34;22;16;2
1528;8;1;2003;34;27;26;15;1
1529;11;1;2003;40;29;28;17;11
1530;15;1;2003;18;8;7;3;2
1531;18;1;2003;32;12;6;2;1
1532;22;1;2003;42;36;34;26;9
1533;25;1;2003;38;20;17;7;4
1534;29;1;2003;12;10;9;7;5
1535;1;2;2003;41;39;37;36;10
1536;5;2;2003;41;37;30;11;2
1537;8;2;2003;36;27;21;7;5
1538;12;2;2003;36;28;21;19;15
1539;15;2;2003;31;23;22;20;1
1540;19;2;2003;40;36;28;26;10
1541;22;2;2003;40;34;25;15;5
1542;26;2;2003;42;38;22;16;1
1543;1;3;2003;42;29;18;17;9
1544;5;3;2003;40;39;23;18;6
1545;8;3;2003;30;29;18;9;8
1546;12;3;2003;35;31;16;6;5
1547;15;3;2003;41;40;36;21;17
1548;19;3;2003;36;30;23;13;8
1549;22;3;2003;41;23;20;12;7
1550;26;3;2003;35;34;28;27;17
1551;29;3;2003;41;31;14;7;5
1552;2;4;2003;33;27;14;10;6
1553;5;4;2003;35;34;33;24;8
1554;9;4;2003;39;38;33;27;10
1555;12;4;2003;35;34;31;14;5
1556;16;4;2003;30;19;12;6;1
1557;19;4;2003;34;29;20;14;8
1558;23;4;2003;42;30;18;8;1
1559;26;4;2003;39;37;26;14;3
1560;30;4;2003;36;34;30;20;2
1561;3;5;2003;40;25;15;4;2
1562;7;5;2003;30;11;7;4;1
1563;10;5;2003;21;18;15;8;4
1564;14;5;2003;40;28;23;11;7
1565;17;5;2003;41;22;18;16;4
1566;21;5;2003;40;37;15;14;9
1567;24;5;2003;33;24;14;13;8
1568;28;5;2003;41;37;33;23;15
1569;31;5;2003;37;24;9;3;2
1570;4;6;2003;41;37;20;2;1
1571;7;6;2003;42;39;36;32;24
1572;11;6;2003;33;31;23;9;2
1573;14;6;2003;38;32;31;29;2
1574;18;6;2003;29;24;20;14;11
1575;21;6;2003;42;40;14;13;6
1576;25;6;2003;39;37;34;17;3
1577;28;6;2003;38;34;32;15;1
1578;2;7;2003;26;25;24;18;10
1579;5;7;2003;42;37;26;20;18
1580;9;7;2003;37;36;23;16;8
1581;12;7;2003;23;19;16;7;2
1582;16;7;2003;27;26;19;7;5
1583;19;7;2003;40;27;19;8;3
1584;23;7;2003;28;12;10;8;7
1585;26;7;2003;31;18;13;12;6
1586;30;7;2003;36;35;28;15;7
1587;2;8;2003;38;19;18;16;12
1588;6;8;2003;41;39;24;7;1
1589;9;8;2003;28;23;15;12;7
1590;13;8;2003;30;15;11;10;1
1591;16;8;2003;37;32;12;8;1
1592;20;8;2003;39;38;33;30;2
1593;23;8;2003;30;26;19;13;7
1594;27;8;2003;28;25;19;16;14
1595;30;8;2003;42;37;33;27;7
1596;3;9;2003;34;32;20;7;4
1597;6;9;2003;31;28;15;14;5
1598;10;9;2003;31;16;14;10;2
1599;13;9;2003;40;33;23;16;11
1600;17;9;2003;31;26;11;6;3
1601;20;9;2003;35;26;22;16;8
1602;24;9;2003;30;28;27;26;22
1603;27;9;2003;37;19;9;8;5
1604;1;10;2003;41;38;23;16;12
1605;4;10;2003;42;34;32;18;16
1606;8;10;2003;28;26;21;16;5
1607;11;10;2003;32;23;17;5;4
1608;15;10;2003;39;31;20;11;7
1609;18;10;2003;41;29;27;6;1
1610;22;10;2003;39;28;16;14;7
1611;25;10;2003;29;21;10;9;4
1612;29;10;2003;40;27;23;20;11
1613;1;11;2003;38;30;22;21;10
1614;5;11;2003;30;29;13;10;6
1615;8;11;2003;37;27;20;17;16
1616;12;11;2003;39;25;24;13;8
1617;15;11;2003;40;11;10;5;4
1618;19;11;2003;39;37;35;28;4
1619;22;11;2003;34;30;16;11;8
1620;26;11;2003;38;35;30;26;1
1621;29;11;2003;17;15;11;5;1
1622;3;12;2003;35;32;22;16;11
1623;6;12;2003;28;23;15;4;3
1624;10;12;2003;36;20;17;11;7
1625;13;12;2003;37;32;29;10;3
1626;17;12;2003;33;30;17;6;1
1627;20;12;2003;38;32;14;8;4
1628;24;12;2003;34;31;17;9;3
1629;27;12;2003;42;32;31;18;15
1630;31;12;2003;29;26;15;11;8
1631;3;1;2004;31;18;14;9;2
1632;7;1;2004;38;15;7;3;2
1633;10;1;2004;6;14;42;27;13
1634;14;1;2004;19;24;31;1;3
1635;17;1;2004;9;14;38;13;12
1636;21;1;2004;18;30;17;6;8
1637;24;1;2004;34;20;8;7;6
1638;28;1;2004;5;29;36;27;7
1639;31;1;2004;28;10;18;11;4
1640;4;2;2004;11;21;20;22;42
1641;7;2;2004;41;40;26;11;5
1642;11;2;2004;39;13;38;37;9
1643;14;2;2004;39;31;11;8;26
1644;18;2;2004;3;40;37;10;11
1645;21;2;2004;21;34;15;18;4
1646;25;2;2004;21;42;3;23;7
1647;28;2;2004;13;17;30;4;7
1648;3;3;2004;1;14;9;36;41
1649;6;3;2004;36;12;32;2;3
1650;10;3;2004;5;18;37;9;6
1651;13;3;2004;25;37;13;2;20
1652;17;3;2004;36;8;29;7;28
1653;20;3;2004;35;12;19;41;37
1654;24;3;2004;33;24;5;38;11
1655;27;3;2004;7;3;30;27;19
1656;31;3;2004;17;29;37;13;9
1657;3;4;2004;5;14;30;17;31
1658;7;4;2004;5;20;40;35;7
1659;10;4;2004;10;21;22;13;40
1660;14;4;2004;40;21;22;28;16
1661;17;4;2004;13;12;42;19;26
1662;21;4;2004;38;33;41;14;29
1663;24;4;2004;17;23;36;16;38
1664;28;4;2004;32;15;42;40;34
1665;1;5;2004;27;10;36;6;18
1666;5;5;2004;41;1;3;29;30
1667;8;5;2004;16;29;20;42;18
1668;12;5;2004;30;31;38;15;9
1669;15;5;2004;31;20;14;9;11
1670;19;5;2004;40;26;21;25;28
1671;22;5;2004;42;8;30;31;26
1672;26;5;2004;42;31;19;13;17
1673;29;5;2004;31;24;16;20;22
1674;2;6;2004;17;39;27;28;11
1675;5;6;2004;24;16;13;20;25
1676;9;6;2004;32;6;3;21;29
1677;12;6;2004;17;41;42;15;6
1678;16;6;2004;31;4;36;9;24
1679;19;6;2004;17;13;3;23;20
1680;23;6;2004;34;40;15;5;28
1681;26;6;2004;28;19;15;14;34
1682;30;6;2004;38;31;8;28;39
1683;3;7;2004;15;9;17;32;18
1684;7;7;2004;30;10;11;15;38
1685;10;7;2004;38;2;37;10;11
1686;14;7;2004;26;8;12;29;21
1687;17;7;2004;17;24;23;42;13
1688;21;7;2004;38;5;29;28;20
1689;24;7;2004;1;6;18;42;15
1690;28;7;2004;41;30;10;23;12
1691;31;7;2004;38;10;23;14;24
1692;4;8;2004;39;16;31;35;3
1693;7;8;2004;29;35;7;21;6
1694;11;8;2004;9;11;35;18;36
1695;14;8;2004;33;9;15;3;17
1696;18;8;2004;7;38;24;30;1
1697;21;8;2004;31;11;3;38;34
1698;25;8;2004;30;14;39;6;8
1699;28;8;2004;40;25;33;24;11
1700;1;9;2004;34;8;11;4;23
1701;4;9;2004;29;19;26;1;9
1702;8;9;2004;25;24;8;36;11
1703;11;9;2004;36;8;10;18;3
1704;15;9;2004;19;17;10;36;38
1705;18;9;2004;16;14;8;26;35
1706;22;9;2004;7;42;26;39;3
1707;25;9;2004;15;20;5;11;10
1708;29;9;2004;3;22;20;9;21
1709;2;10;2004;12;35;19;1;37
1710;6;10;2004;7;25;2;12;9
1711;9;10;2004;41;10;21;4;36
1712;13;10;2004;27;30;1;24;15
1713;16;10;2004;35;11;2;19;31
1714;20;10;2004;10;21;42;19;16
1715;23;10;2004;33;15;22;30;34
1716;27;10;2004;32;9;17;15;14
1717;30;10;2004;13;16;39;19;2
1718;3;11;2004;16;38;6;8;41
1719;6;11;2004;29;31;5;38;3
1720;10;11;2004;26;17;19;9;27
1721;13;11;2004;39;28;30;9;15
1722;17;11;2004;29;25;19;16;6
1723;20;11;2004;12;41;11;1;13
1724;24;11;2004;14;1;26;9;42
1725;27;11;2004;34;24;36;14;25
1726;1;12;2004;2;35;31;15;21
1727;4;12;2004;11;30;18;25;21
1728;8;12;2004;4;39;3;14;27
1729;11;12;2004;9;33;41;27;13
1730;15;12;2004;25;26;17;29;24
1731;18;12;2004;39;42;21;9;27
1732;22;12;2004;26;23;36;4;19
1733;25;12;2004;8;3;19;34;29
1734;29;12;2004;11;19;26;14;24
1735;1;1;2005;15;25;38;7;29
1736;5;1;2005;39;4;29;35;13
1737;8;1;2005;34;9;38;19;33
1738;12;1;2005;40;21;38;6;11
1739;15;1;2005;20;3;13;5;7
1740;19;1;2005;19;23;13;33;39
1741;22;1;2005;6;20;16;31;18
1742;26;1;2005;37;31;34;41;30
1743;29;1;2005;24;18;7;17;20
1744;2;2;2005;15;31;39;35;27
1745;5;2;2005;4;6;35;24;37
1746;9;2;2005;21;7;35;25;37
1747;12;2;2005;39;29;26;27;15
1748;16;2;2005;26;6;8;38;18
1749;19;2;2005;27;15;1;25;29
1750;23;2;2005;35;18;15;5;12
1751;26;2;2005;28;22;1;39;4
1752;2;3;2005;35;23;10;15;31
1753;5;3;2005;6;16;20;36;25
1754;9;3;2005;28;13;36;10;25
1755;12;3;2005;22;7;2;41;21
1756;16;3;2005;4;19;10;34;7
1757;19;3;2005;2;16;39;10;15
1758;23;3;2005;10;8;5;17;2
1759;26;3;2005;28;27;19;2;20
1760;30;3;2005;7;31;35;11;6
1761;2;4;2005;36;24;29;18;6
1762;6;4;2005;37;15;4;5;17
1763;9;4;2005;1;37;4;17;12
1764;13;4;2005;21;6;39;40;19
1765;16;4;2005;32;37;23;16;42
1766;20;4;2005;22;17;10;32;7
1767;23;4;2005;19;14;8;31;16
1768;27;4;2005;42;1;14;9;25
1769;30;4;2005;14;35;29;12;10
1770;4;5;2005;14;7;18;32;24
1771;7;5;2005;15;11;38;17;14
1772;11;5;2005;39;15;21;40;31
1773;14;5;2005;6;1;21;26;17
1774;18;5;2005;26;8;38;39;18
1775;21;5;2005;4;39;19;30;20
1776;25;5;2005;6;1;4;22;3
1777;28;5;2005;11;22;26;30;10
1778;1;6;2005;4;20;14;19;39
1779;4;6;2005;9;15;33;34;8
1780;8;6;2005;29;10;42;11;38
1781;11;6;2005;11;38;7;14;9
1782;15;6;2005;1;36;15;10;6
1783;18;6;2005;16;11;33;27;4
1784;22;6;2005;42;32;26;16;12
1785;25;6;2005;38;29;28;12;3
1786;29;6;2005;21;14;16;5;3
1787;2;7;2005;2;26;14;4;17
1788;6;7;2005;33;3;34;6;11
1789;9;7;2005;28;19;33;31;36
1790;13;7;2005;32;33;27;39;36
1791;16;7;2005;31;23;6;39;27
1792;20;7;2005;39;13;28;9;21
1793;23;7;2005;23;8;9;4;22
1794;27;7;2005;4;2;7;19;28
1795;30;7;2005;3;4;28;41;17
1796;3;8;2005;35;37;13;4;25
1797;6;8;2005;20;41;28;22;26
1798;10;8;2005;22;33;34;19;14
1799;13;8;2005;19;1;26;18;20
1800;17;8;2005;20;33;4;34;40
1801;20;8;2005;7;15;16;6;19
1802;24;8;2005;8;15;4;33;41
1803;27;8;2005;29;25;12;3;9
1804;31;8;2005;12;2;22;8;29
1805;3;9;2005;21;39;6;15;41
1806;7;9;2005;20;5;16;27;2
1807;10;9;2005;29;14;36;1;31
1808;14;9;2005;32;22;13;28;26
1809;17;9;2005;32;4;34;26;30
1810;21;9;2005;16;28;20;19;12
1811;24;9;2005;31;32;13;20;7
1812;28;9;2005;21;7;5;16;17
1813;1;10;2005;9;11;26;29;31
1814;5;10;2005;32;24;26;38;23
1815;8;10;2005;29;7;4;39;25
1816;12;10;2005;5;8;18;38;15
1817;15;10;2005;42;16;1;36;8
1818;19;10;2005;24;27;41;8;36
1819;22;10;2005;22;25;33;42;31
1820;26;10;2005;24;20;38;31;13
1821;29;10;2005;37;32;35;39;30
1822;2;11;2005;31;3;30;39;22
1823;5;11;2005;33;40;19;14;36
1824;9;11;2005;25;20;27;2;16
1825;12;11;2005;15;12;31;3;10
1826;16;11;2005;3;40;4;8;25
1827;19;11;2005;38;34;40;33;29
1828;23;11;2005;38;13;32;20;4
1829;26;11;2005;7;16;29;9;32
1830;30;11;2005;12;30;11;21;37
1831;3;12;2005;42;6;12;40;34
1832;7;12;2005;34;7;36;14;41
1833;10;12;2005;9;2;17;15;1
1834;14;12;2005;35;17;10;20;38
1835;17;12;2005;5;14;1;15;10
1836;21;12;2005;8;37;7;13;4
1837;24;12;2005;33;7;35;20;32
1838;28;12;2005;34;37;31;5;27
1839;31;12;2005;14;33;35;3;18
1840;4;1;2006;21;25;1;30;23
1841;7;1;2006;34;41;14;24;13
1842;11;1;2006;26;22;30;41;6
1843;14;1;2006;1;32;28;21;26
1844;18;1;2006;16;7;33;1;30
1845;21;1;2006;13;9;8;38;28
1846;25;1;2006;39;34;27;36;9
1847;28;1;2006;7;27;17;36;34
1848;1;2;2006;41;31;33;19;24
1849;4;2;2006;12;2;3;26;6
1850;8;2;2006;31;21;24;11;32
1851;11;2;2006;38;26;36;11;31
1852;15;2;2006;7;8;2;42;10
1853;18;2;2006;38;9;8;7;10
1854;22;2;2006;16;9;42;23;33
1855;25;2;2006;35;41;23;15;5
1856;1;3;2006;32;29;14;40;17
1857;4;3;2006;36;12;10;23;28
1858;8;3;2006;11;7;13;19;24
1859;11;3;2006;9;39;42;27;22
1860;15;3;2006;19;22;32;9;3
1861;18;3;2006;13;4;41;32;6
1862;22;3;2006;41;31;28;21;11
1863;25;3;2006;24;37;38;1;26
1864;29;3;2006;8;28;15;20;14
1865;1;4;2006;40;15;42;26;14
1866;5;4;2006;18;28;27;22;10
1867;8;4;2006;36;7;34;23;1
1868;12;4;2006;27;34;20;15;9
1869;15;4;2006;12;16;28;41;22
1870;19;4;2006;8;25;5;15;31
1871;22;4;2006;8;27;6;34;42
1872;26;4;2006;1;34;14;12;38
1873;29;4;2006;36;9;14;33;22
1874;3;5;2006;25;21;37;26;38
1875;6;5;2006;12;4;16;28;3
1876;10;5;2006;15;42;5;10;38
1877;13;5;2006;14;31;13;19;33
1878;17;5;2006;32;37;41;3;40
1879;20;5;2006;21;38;4;2;31
1880;24;5;2006;31;38;20;19;30
1881;27;5;2006;13;22;39;14;26
1882;31;5;2006;27;7;12;30;24
1883;3;6;2006;28;1;24;6;22
1884;7;6;2006;37;35;23;15;38
1885;10;6;2006;20;33;40;22;11
1886;14;6;2006;23;10;33;37;22
1887;17;6;2006;41;15;16;2;14
1888;21;6;2006;30;17;34;16;9
1889;24;6;2006;3;25;28;37;38
1890;28;6;2006;3;41;10;9;23
1891;1;7;2006;26;1;8;41;21
1892;5;7;2006;30;38;3;12;29
1893;8;7;2006;27;22;5;28;32
1894;12;7;2006;7;30;16;13;25
1895;15;7;2006;32;25;10;24;5
1896;19;7;2006;14;15;30;21;29
1897;22;7;2006;5;6;12;31;21
1898;26;7;2006;9;32;22;3;4
1899;29;7;2006;37;2;42;26;6
1900;2;8;2006;37;16;30;1;2
1901;5;8;2006;30;16;14;37;35
1902;9;8;2006;35;17;8;42;20
1903;12;8;2006;16;33;41;17;36
1904;16;8;2006;36;3;22;40;14
1905;19;8;2006;7;2;27;3;15
1906;23;8;2006;5;26;37;42;28
1907;26;8;2006;24;32;19;5;12
1908;30;8;2006;22;3;39;13;7
1909;2;9;2006;11;24;19;34;5
1910;6;9;2006;21;41;2;13;15
1911;10;9;2006;32;16;7;15;37
1912;13;9;2006;35;29;13;16;39
1913;16;9;2006;22;19;10;34;26
1914;20;9;2006;27;38;20;28;19
1915;23;9;2006;37;13;24;3;36
1916;27;9;2006;33;10;32;38;8
1917;30;9;2006;14;2;41;10;42
1918;4;10;2006;27;17;12;2;34
1919;7;10;2006;27;1;29;7;42
1920;11;10;2006;25;19;34;16;23
1921;14;10;2006;19;5;32;15;30
1922;18;10;2006;4;25;17;32;21
1923;21;10;2006;22;42;15;7;31
1924;25;10;2006;2;38;20;24;21
1925;28;10;2006;32;7;16;40;19
1926;1;11;2006;41;1;28;2;6
1927;4;11;2006;20;15;6;25;2
1928;8;11;2006;29;13;17;19;4
1929;11;11;2006;1;2;30;24;6
1930;15;11;2006;37;12;17;15;42
1931;18;11;2006;3;41;2;27;26
1932;22;11;2006;19;40;34;42;29
1933;25;11;2006;17;29;20;33;11
1934;29;11;2006;40;15;33;38;8
1935;2;12;2006;21;11;35;36;10
1936;6;12;2006;13;38;11;36;37
1937;9;12;2006;41;35;24;26;21
1938;13;12;2006;8;37;1;41;14
1939;16;12;2006;4;29;23;14;10
1940;20;12;2006;26;13;32;36;31
1941;23;12;2006;7;2;13;39;32
1942;27;12;2006;27;33;40;17;32
1943;30;12;2006;27;36;9;25;10
1944;3;1;2007;28;34;5;40;6
1945;6;1;2007;25;23;5;35;3
1946;10;1;2007;19;24;5;4;29
1947;13;1;2007;23;32;22;26;8
1948;17;1;2007;23;16;31;3;10
1949;20;1;2007;32;12;38;27;41
1950;24;1;2007;7;26;29;20;15
1951;27;1;2007;25;9;40;1;3
1952;31;1;2007;41;17;5;33;31
1953;3;2;2007;14;16;31;38;28
1954;7;2;2007;22;27;25;1;9
1955;10;2;2007;23;1;22;4;38
1956;14;2;2007;24;12;21;9;40
1957;17;2;2007;17;22;6;42;1
1958;21;2;2007;12;38;6;8;14
1959;24;2;2007;30;13;35;33;27
1960;28;2;2007;32;40;14;28;11
1961;3;3;2007;18;39;27;7;13
1962;7;3;2007;28;8;26;7;1
1963;10;3;2007;4;36;17;24;15
1964;14;3;2007;26;27;22;39;23
1965;17;3;2007;11;9;14;1;30
1966;21;3;2007;12;37;14;29;3
1967;24;3;2007;3;13;30;8;2
1968;28;3;2007;41;1;36;8;27
1969;31;3;2007;12;33;35;16;28
1970;4;4;2007;15;27;33;28;26
1971;7;4;2007;41;40;8;5;42
1972;11;4;2007;15;6;21;7;3
1973;14;4;2007;1;39;8;33;15
1974;18;4;2007;12;36;27;24;3
1975;21;4;2007;37;25;1;4;30
1976;25;4;2007;7;21;17;35;5
1977;28;4;2007;11;15;16;18;38
1978;2;5;2007;39;22;36;35;23
1979;5;5;2007;35;37;11;2;15
1980;9;5;2007;20;41;40;12;13
1981;12;5;2007;7;19;23;2;5
1982;16;5;2007;39;42;10;41;21
1983;19;5;2007;14;23;29;41;20
1984;23;5;2007;24;25;8;13;2
1985;26;5;2007;5;26;24;2;34
1986;30;5;2007;10;1;17;13;19
1987;2;6;2007;16;1;26;30;7
1988;6;6;2007;42;34;40;5;6
1989;9;6;2007;31;4;9;15;6
1990;13;6;2007;20;35;2;17;19
1991;16;6;2007;5;22;32;36;9
1992;20;6;2007;8;13;32;10;33
1993;23;6;2007;26;8;17;39;25
1994;27;6;2007;31;11;24;38;13
1995;30;6;2007;35;33;16;7;15
1996;4;7;2007;38;12;9;16;22
1997;7;7;2007;6;29;21;5;2
1998;11;7;2007;5;29;16;25;42
1999;14;7;2007;23;41;31;27;33
2000;18;7;2007;40;36;11;31;22
2001;21;7;2007;38;29;6;5;25
2002;25;7;2007;17;14;29;37;21
2003;28;7;2007;7;15;41;12;8
2004;1;8;2007;42;23;36;27;29
2005;4;8;2007;30;24;18;33;28
2006;8;8;2007;28;14;21;11;19
2007;11;8;2007;25;23;19;26;24
2008;15;8;2007;27;16;11;21;41
2009;18;8;2007;26;36;25;21;1
2010;22;8;2007;32;15;13;29;26
2011;25;8;2007;7;39;16;13;14
2012;29;8;2007;1;36;32;2;12
2013;1;9;2007;13;20;28;10;17
2014;5;9;2007;42;8;12;36;38
2015;8;9;2007;4;33;30;34;28
2016;12;9;2007;2;19;7;1;29
2017;15;9;2007;30;41;5;17;15
2018;19;9;2007;15;3;40;39;32
2019;22;9;2007;14;16;5;36;38
2020;26;9;2007;11;30;19;20;4
2021;29;9;2007;5;36;33;12;30
2022;3;10;2007;37;13;21;35;39
2023;6;10;2007;27;23;34;31;35
2024;10;10;2007;40;28;3;5;36
2025;13;10;2007;15;2;23;41;3
2026;17;10;2007;39;23;38;3;19
2027;20;10;2007;6;36;41;31;37
2028;24;10;2007;17;21;27;9;38
2029;27;10;2007;41;4;25;42;28
2030;31;10;2007;32;23;15;24;4
2031;3;11;2007;27;12;16;9;6
2032;7;11;2007;17;20;12;34;38
2033;10;11;2007;31;25;14;38;11
2034;14;11;2007;34;3;15;2;40
2035;17;11;2007;36;16;15;40;32
2036;21;11;2007;6;19;36;25;14
2037;24;11;2007;7;33;5;1;31
2038;28;11;2007;2;27;23;33;26
2039;1;12;2007;35;42;29;16;1
2040;5;12;2007;14;1;5;33;25
2041;8;12;2007;28;11;24;41;27
2042;12;12;2007;28;2;18;32;39
2043;15;12;2007;13;17;12;3;41
2044;19;12;2007;31;18;2;25;29
2045;22;12;2007;26;5;28;12;8
2046;26;12;2007;8;38;22;4;7
2047;29;12;2007;23;9;42;13;5
2048;2;1;2008;40;8;36;34;6
2049;5;1;2008;24;7;41;3;10
2050;9;1;2008;40;26;2;16;10
2051;12;1;2008;16;10;33;31;41
2052;16;1;2008;22;40;27;33;42
2053;19;1;2008;39;8;21;9;33
2054;23;1;2008;13;36;29;37;38
2055;26;1;2008;3;11;13;35;21
2056;30;1;2008;39;33;1;9;28
2057;2;2;2008;35;28;21;41;2
2058;6;2;2008;11;19;34;18;39
2059;9;2;2008;6;29;31;37;7
2060;13;2;2008;28;11;17;6;38
2061;16;2;2008;16;13;1;42;19
2062;20;2;2008;42;1;28;14;21
2063;23;2;2008;28;2;34;23;38
2064;27;2;2008;18;40;4;8;30
2065;1;3;2008;15;42;9;23;27
2066;5;3;2008;42;7;5;16;29
2067;8;3;2008;29;13;33;20;9
2068;12;3;2008;20;40;15;18;14
2069;15;3;2008;20;16;18;1;6
2070;19;3;2008;4;1;31;33;39
2071;22;3;2008;27;21;2;23;32
2072;26;3;2008;41;9;26;31;5
2073;29;3;2008;23;7;27;30;29
2074;2;4;2008;29;16;31;1;4
2075;5;4;2008;2;14;28;19;30
2076;9;4;2008;23;42;37;17;15
2077;12;4;2008;17;9;22;41;36
2078;16;4;2008;22;36;19;37;28
2079;19;4;2008;27;4;7;8;6
2080;23;4;2008;33;29;12;17;35
2081;26;4;2008;25;9;23;20;29
2082;30;4;2008;32;33;8;31;29
2083;3;5;2008;41;22;21;6;4
2084;7;5;2008;33;5;13;38;16
2085;10;5;2008;11;27;16;24;5
2086;14;5;2008;17;13;20;8;22
2087;17;5;2008;42;31;12;28;22
2088;21;5;2008;34;24;40;12;38
2089;24;5;2008;31;33;22;27;10
2090;28;5;2008;32;10;23;13;28
2091;31;5;2008;28;19;13;6;22
2092;4;6;2008;25;32;14;2;16
2093;7;6;2008;23;27;7;6;13
2094;11;6;2008;11;20;23;42;9
2095;14;6;2008;1;38;13;3;41
2096;18;6;2008;22;18;42;12;9
2097;21;6;2008;2;30;41;40;23
2098;25;6;2008;6;1;17;8;20
2099;28;6;2008;20;24;9;42;26
2100;2;7;2008;14;36;41;25;7
